id,ent_origine,client,quantity,delivery_date,shipping_costs,delivery_state
15246,16,7547,7.1,2020-8-19,0.0,livre
15247,44,8132,3.74,2020-12-19,0.0,en cour
15248,44,4285,9.37,2020-12-14,0.0,en cour
15249,26,658,7.41,2020-3-27,0.0,livre
15250,48,1887,8.62,2020-10-6,0.0,livre
15251,44,664,8.5,2020-4-13,0.0,livre
15252,30,892,4.75,2020-5-1,0.0,livre
15253,45,5552,9.5,2020-3-3,0.0,livre
15254,42,6353,2.24,2020-2-12,0.0,livre
15255,31,8453,8.78,2020-6-1,0.0,livre
15256,26,5950,3.4,2020-5-27,0.0,livre
15257,16,3686,2.13,2020-11-17,0.0,livre
15258,20,7669,6.06,2020-1-31,0.0,livre
15259,39,6468,3.86,2020-10-2,0.0,livre
15260,41,5365,6.95,2020-8-16,0.0,livre
15261,31,2770,8.52,2020-10-11,0.0,livre
15262,3,3643,3.41,2020-7-5,0.0,livre
15263,16,3421,6.99,2020-12-16,0.0,en cour
15264,39,5674,7.08,2020-9-30,0.0,livre
15265,13,2458,2.32,2020-1-28,0.0,livre
15266,26,3225,9.72,2020-4-8,0.0,livre
15267,25,5469,5.63,2020-2-14,0.0,livre
15268,37,1015,2.71,2020-9-17,0.0,livre
15269,41,3735,8.87,2020-9-9,0.0,livre
15270,27,420,1.41,2020-11-29,0.0,livre
15271,49,1860,6.81,2020-4-17,0.0,livre
15272,11,4876,4.85,2020-8-9,0.0,livre
15273,32,6216,6.06,2020-2-13,0.0,livre
15274,31,5693,3.63,2020-8-13,0.0,livre
15275,25,8651,1.48,2020-10-3,0.0,livre
15276,24,975,3.38,2020-12-18,0.0,en cour
15277,49,166,1.06,2020-9-5,0.0,livre
15278,48,8786,7.85,2020-11-24,0.0,livre
15279,35,3456,2.45,2020-3-11,0.0,livre
15280,28,6984,7.54,2020-8-25,0.0,livre
15281,23,1577,4.25,2020-12-8,0.0,en cour
15282,49,234,1.62,2020-7-5,0.0,livre
15283,32,4637,3.62,2020-12-23,0.0,en cour
15284,36,7465,9.15,2020-10-12,0.0,livre
15285,41,7555,3.85,2020-8-21,0.0,livre
15286,31,6228,3.23,2020-10-10,0.0,livre
15287,7,8313,0.46,2020-7-30,0.0,livre
15288,48,4121,8.84,2020-4-7,0.0,livre
15289,35,6510,2.01,2020-4-29,0.0,livre
15290,33,8573,3.59,2020-3-15,0.0,livre
15291,19,2168,0.87,2020-12-10,0.0,en cour
15292,45,4326,7.02,2020-5-12,0.0,livre
15293,45,4628,9.61,2020-11-4,0.0,livre
15294,29,8295,0.44,2020-8-24,0.0,livre
15295,0,1533,8.65,2020-11-13,0.0,livre
15296,41,6373,5.68,2020-11-18,0.0,livre
15297,26,6422,8.16,2020-8-27,0.0,livre
15298,3,5150,9.66,2020-10-13,0.0,livre
15299,4,1130,9.83,2020-2-14,0.0,livre
15300,9,5896,8.67,2020-10-9,0.0,livre
15301,29,7025,2.36,2020-9-28,0.0,livre
15302,41,8782,9.22,2020-4-30,0.0,livre
15303,0,899,1.81,2020-5-7,0.0,livre
15304,49,5984,4.5,2020-9-30,0.0,livre
15305,8,960,10.0,2020-10-21,0.0,livre
15306,50,4401,7.28,2020-5-18,0.0,livre
15307,3,3827,4.82,2020-5-20,0.0,livre
15308,43,8493,2.36,2020-7-20,0.0,livre
15309,26,3296,9.78,2020-5-17,0.0,livre
15310,39,4036,2.82,2020-3-7,0.0,livre
15311,24,5259,2.26,2020-5-12,0.0,livre
15312,31,6914,3.8,2020-4-12,0.0,livre
15313,28,6590,0.58,2020-8-27,0.0,livre
15314,38,2167,7.94,2020-12-31,0.0,en cour
15315,46,4787,4.31,2020-8-19,0.0,livre
15316,43,4523,6.94,2020-8-23,0.0,livre
15317,42,4479,0.35,2020-11-10,0.0,livre
15318,6,3872,3.46,2020-4-3,0.0,livre
15319,17,984,8.55,2020-4-16,0.0,livre
15320,43,79,2.38,2020-12-21,0.0,en cour
15321,25,822,3.87,2020-5-16,0.0,livre
15322,11,17,9.28,2020-11-14,0.0,livre
15323,10,356,3.97,2020-4-7,0.0,livre
15324,43,5121,5.53,2020-3-4,0.0,livre
15325,34,6483,3.67,2020-9-1,0.0,livre
15326,39,8225,0.25,2020-11-5,0.0,livre
15327,4,6523,3.71,2020-5-11,0.0,livre
15328,24,359,0.51,2020-2-17,0.0,livre
15329,22,5507,0.61,2020-1-22,0.0,livre
15330,13,5764,6.55,2020-9-7,0.0,livre
15331,19,5621,0.92,2020-2-13,0.0,livre
15332,19,5721,6.55,2020-3-18,0.0,livre
15333,40,197,1.0,2020-4-24,0.0,livre
15334,6,5807,9.44,2020-10-5,0.0,livre
15335,28,20,6.31,2020-9-18,0.0,livre
15336,20,3865,3.36,2020-6-30,0.0,livre
15337,49,2573,5.94,2020-5-4,0.0,livre
15338,41,7828,2.21,2020-2-12,0.0,livre
15339,17,7654,2.43,2020-3-1,0.0,livre
15340,41,938,8.22,2020-5-26,0.0,livre
15341,29,4098,4.74,2020-9-6,0.0,livre
15342,7,5692,2.81,2020-1-30,0.0,livre
15343,2,3988,5.58,2020-11-30,0.0,livre
15344,9,8931,8.0,2020-12-22,0.0,en cour
15345,23,3461,8.1,2020-7-16,0.0,livre
15346,5,501,4.28,2020-6-16,0.0,livre
15347,1,347,7.57,2020-6-3,0.0,livre
15348,33,3398,1.01,2020-12-13,0.0,en cour
15349,17,8677,8.23,2020-11-18,0.0,livre
15350,21,8884,6.24,2020-11-27,0.0,livre
15351,27,4654,9.14,2020-5-2,0.0,livre
15352,42,2396,0.38,2020-8-5,0.0,livre
15353,43,428,3.4,2020-8-26,0.0,livre
15354,0,5860,1.85,2020-6-5,0.0,livre
15355,21,6412,1.94,2020-12-19,0.0,en cour
15356,26,6695,0.22,2020-9-24,0.0,livre
15357,11,7396,3.3,2020-1-24,0.0,livre
15358,35,8801,5.97,2020-5-14,0.0,livre
15359,4,4762,4.21,2020-6-5,0.0,livre
15360,36,5353,0.86,2020-3-15,0.0,livre
15361,13,8775,0.45,2020-6-24,0.0,livre
15362,20,2556,7.73,2020-5-28,0.0,livre
15363,29,8487,2.08,2020-7-13,0.0,livre
15364,13,8915,1.92,2020-3-2,0.0,livre
15365,21,3558,2.41,2020-9-13,0.0,livre
15366,23,6367,8.25,2020-10-22,0.0,livre
15367,20,4211,0.37,2020-9-5,0.0,livre
15368,24,2522,0.18,2020-10-20,0.0,livre
15369,38,8921,5.37,2020-1-9,0.0,livre
15370,11,3693,3.33,2020-1-25,0.0,livre
15371,4,8996,4.28,2020-10-5,0.0,livre
15372,31,6811,4.92,2020-4-10,0.0,livre
15373,32,1518,9.8,2020-10-24,0.0,livre
15374,3,8077,8.17,2020-3-16,0.0,livre
15375,45,5559,9.24,2020-11-8,0.0,livre
15376,4,5770,6.93,2020-7-19,0.0,livre
15377,49,3554,2.04,2020-5-27,0.0,livre
15378,19,4799,8.43,2020-5-5,0.0,livre
15379,16,879,6.32,2020-4-10,0.0,livre
15380,32,5178,7.73,2020-5-10,0.0,livre
15381,24,8200,9.37,2020-7-26,0.0,livre
15382,2,4964,1.37,2020-2-24,0.0,livre
15383,23,5815,2.26,2020-4-5,0.0,livre
15384,13,3151,9.39,2020-3-9,0.0,livre
15385,25,4625,1.07,2020-8-4,0.0,livre
15386,32,4757,6.09,2020-12-13,0.0,en cour
15387,30,3924,3.66,2020-1-9,0.0,livre
15388,12,3013,1.82,2020-5-16,0.0,livre
15389,16,3743,5.24,2020-7-9,0.0,livre
15390,9,8072,5.21,2020-11-4,0.0,livre
15391,34,8248,7.51,2020-3-8,0.0,livre
15392,29,567,3.86,2020-5-11,0.0,livre
15393,43,493,7.48,2020-11-19,0.0,livre
15394,35,1257,5.17,2020-5-20,0.0,livre
15395,27,5014,4.16,2020-12-24,0.0,en cour
15396,5,8605,4.91,2020-7-25,0.0,livre
15397,23,2198,6.49,2020-6-25,0.0,livre
15398,25,1058,8.54,2020-4-5,0.0,livre
15399,18,8645,6.1,2020-7-28,0.0,livre
15400,38,8397,9.23,2020-3-30,0.0,livre
15401,4,3980,0.07,2020-8-29,0.0,livre
15402,25,5209,6.11,2020-3-29,0.0,livre
15403,34,6765,2.55,2020-8-18,0.0,livre
15404,20,4189,9.27,2020-3-16,0.0,livre
15405,14,922,5.99,2020-8-27,0.0,livre
15406,25,4533,5.49,2020-8-15,0.0,livre
15407,48,6606,6.67,2020-7-26,0.0,livre
15408,42,471,1.88,2020-6-8,0.0,livre
15409,33,8832,8.98,2020-1-21,0.0,livre
15410,43,2209,9.69,2020-8-9,0.0,livre
15411,46,2766,5.54,2020-1-7,0.0,livre
15412,29,1939,3.53,2020-4-12,0.0,livre
15413,36,315,2.65,2020-5-18,0.0,livre
15414,4,6298,7.34,2020-12-8,0.0,en cour
15415,45,4060,6.95,2020-11-16,0.0,livre
15416,40,8635,3.44,2020-8-27,0.0,livre
15417,39,7013,9.11,2020-11-23,0.0,livre
15418,6,4159,1.23,2020-5-30,0.0,livre
15419,47,6546,3.57,2020-1-6,0.0,livre
15420,45,7950,8.43,2020-7-7,0.0,livre
15421,48,7564,9.19,2020-9-8,0.0,livre
15422,14,8393,8.67,2020-8-18,0.0,livre
15423,39,7846,3.56,2020-9-27,0.0,livre
15424,19,5520,9.51,2020-4-5,0.0,livre
15425,32,1335,2.97,2020-4-30,0.0,livre
15426,18,6977,2.94,2020-10-17,0.0,livre
15427,10,8107,1.88,2020-11-30,0.0,livre
15428,9,6940,9.73,2020-6-11,0.0,livre
15429,34,2141,3.12,2020-3-24,0.0,livre
15430,44,458,6.61,2020-10-6,0.0,livre
15431,35,4329,2.0,2020-11-29,0.0,livre
15432,11,1482,4.6,2020-4-17,0.0,livre
15433,29,2289,0.85,2020-6-2,0.0,livre
15434,16,4660,6.44,2020-8-3,0.0,livre
15435,31,3297,4.38,2020-4-27,0.0,livre
15436,16,6133,2.02,2020-1-1,0.0,livre
15437,25,1508,0.13,2020-11-11,0.0,livre
15438,37,6098,0.67,2020-5-7,0.0,livre
15439,18,8615,5.93,2020-8-2,0.0,livre
15440,35,8638,4.38,2020-10-25,0.0,livre
15441,45,8054,7.73,2020-3-30,0.0,livre
15442,6,6002,8.96,2020-6-30,0.0,livre
15443,15,6819,4.57,2020-12-7,0.0,en cour
15444,44,2994,4.81,2020-10-19,0.0,livre
15445,32,6861,2.12,2020-6-1,0.0,livre
15446,2,7131,5.49,2020-8-12,0.0,livre
15447,17,7486,2.04,2020-6-14,0.0,livre
15448,7,6751,8.62,2020-12-20,0.0,en cour
15449,24,3041,2.01,2020-1-16,0.0,livre
15450,42,4099,8.48,2020-6-22,0.0,livre
15451,16,5683,2.19,2020-7-13,0.0,livre
15452,6,6126,2.85,2020-8-6,0.0,livre
15453,30,1111,4.01,2020-6-9,0.0,livre
15454,36,6279,2.96,2020-3-13,0.0,livre
15455,50,6970,6.67,2020-9-27,0.0,livre
15456,31,7425,7.45,2020-9-12,0.0,livre
15457,41,587,8.66,2020-11-4,0.0,livre
15458,50,7877,1.83,2020-10-28,0.0,livre
15459,20,7031,2.78,2020-8-31,0.0,livre
15460,45,1400,5.33,2020-1-21,0.0,livre
15461,3,4886,0.83,2020-5-21,0.0,livre
15462,41,6294,6.68,2020-12-4,0.0,en cour
15463,27,4110,2.05,2020-12-16,0.0,en cour
15464,15,938,9.09,2020-11-18,0.0,livre
15465,9,2931,4.66,2020-7-28,0.0,livre
15466,23,2901,5.53,2020-5-4,0.0,livre
15467,3,2542,4.76,2020-9-1,0.0,livre
15468,5,5427,5.01,2020-5-9,0.0,livre
15469,50,4175,5.14,2020-4-27,0.0,livre
15470,43,2768,8.56,2020-5-22,0.0,livre
15471,9,3862,6.65,2020-8-21,0.0,livre
15472,36,3944,0.22,2020-4-5,0.0,livre
15473,23,1883,9.46,2020-10-5,0.0,livre
15474,44,1800,0.42,2020-8-19,0.0,livre
15475,35,8286,4.7,2020-1-31,0.0,livre
15476,21,4823,7.54,2020-9-30,0.0,livre
15477,17,7814,2.97,2020-7-6,0.0,livre
15478,39,5814,1.46,2020-5-12,0.0,livre
15479,7,5984,1.86,2020-3-21,0.0,livre
15480,48,8086,4.95,2020-4-13,0.0,livre
15481,40,6116,7.88,2020-7-20,0.0,livre
15482,15,227,2.56,2020-10-6,0.0,livre
15483,9,6248,4.48,2020-1-25,0.0,livre
15484,26,345,7.92,2020-9-21,0.0,livre
15485,18,8853,1.11,2020-7-24,0.0,livre
15486,32,2898,8.21,2020-9-25,0.0,livre
15487,4,49,3.58,2020-9-19,0.0,livre
15488,7,7903,9.81,2020-3-26,0.0,livre
15489,39,4342,7.11,2020-12-8,0.0,en cour
15490,22,5998,8.66,2020-10-24,0.0,livre
15491,40,7455,2.09,2020-10-24,0.0,livre
15492,26,8800,1.77,2020-9-10,0.0,livre
15493,34,5810,6.54,2020-6-20,0.0,livre
15494,28,7030,8.88,2020-5-29,0.0,livre
15495,49,7597,6.31,2020-4-22,0.0,livre
15496,31,5608,0.05,2020-12-7,0.0,en cour
15497,25,3047,3.65,2020-8-7,0.0,livre
15498,34,8299,0.57,2020-10-12,0.0,livre
15499,47,1895,6.83,2020-4-2,0.0,livre
15500,20,96,4.11,2020-12-1,0.0,en cour
15501,30,3306,9.33,2020-9-5,0.0,livre
15502,6,5922,7.25,2020-6-29,0.0,livre
15503,38,8077,8.45,2020-12-15,0.0,en cour
15504,32,224,1.5,2020-9-10,0.0,livre
15505,50,2778,3.98,2020-6-30,0.0,livre
15506,11,4724,2.47,2020-4-4,0.0,livre
15507,16,8080,7.99,2020-1-5,0.0,livre
15508,10,5174,3.65,2020-3-1,0.0,livre
15509,12,5955,7.42,2020-8-25,0.0,livre
15510,29,2549,2.21,2020-8-3,0.0,livre
15511,11,5967,0.08,2020-3-30,0.0,livre
15512,32,6285,2.82,2020-12-2,0.0,en cour
15513,7,661,5.27,2020-3-7,0.0,livre
15514,24,2250,5.97,2020-10-20,0.0,livre
15515,1,228,0.16,2020-3-12,0.0,livre
15516,26,2741,0.21,2020-1-18,0.0,livre
15517,43,6408,8.0,2020-3-3,0.0,livre
15518,3,1046,7.11,2020-8-12,0.0,livre
15519,19,693,8.14,2020-6-28,0.0,livre
15520,3,7303,6.05,2020-12-15,0.0,en cour
15521,1,4189,4.62,2020-6-12,0.0,livre
15522,5,572,7.3,2020-1-1,0.0,livre
15523,38,2968,3.37,2020-3-9,0.0,livre
15524,24,4802,1.91,2020-8-15,0.0,livre
15525,3,5889,7.52,2020-10-4,0.0,livre
15526,22,5572,1.76,2020-7-4,0.0,livre
15527,10,6619,1.16,2020-12-9,0.0,en cour
15528,31,7717,3.06,2020-4-30,0.0,livre
15529,7,1751,1.29,2020-3-18,0.0,livre
15530,39,320,0.7,2020-6-8,0.0,livre
15531,33,8809,1.93,2020-10-20,0.0,livre
15532,1,1805,4.16,2020-9-6,0.0,livre
15533,12,1076,8.74,2020-3-16,0.0,livre
15534,50,7276,5.82,2020-7-3,0.0,livre
15535,31,5131,6.72,2020-2-2,0.0,livre
15536,37,8157,7.51,2020-7-5,0.0,livre
15537,4,2070,8.17,2020-7-20,0.0,livre
15538,1,4681,7.99,2020-10-28,0.0,livre
15539,19,5293,5.91,2020-2-25,0.0,livre
15540,13,6985,1.36,2020-11-3,0.0,livre
15541,2,3513,7.33,2020-9-26,0.0,livre
15542,49,6581,0.35,2020-2-25,0.0,livre
15543,41,132,8.24,2020-4-12,0.0,livre
15544,16,6309,3.14,2020-10-16,0.0,livre
15545,41,7990,5.93,2020-5-21,0.0,livre
15546,10,1127,1.57,2020-9-19,0.0,livre
15547,22,7139,8.8,2020-2-18,0.0,livre
15548,13,6500,5.01,2020-2-16,0.0,livre
15549,37,245,5.79,2020-11-15,0.0,livre
15550,36,6257,7.25,2020-10-18,0.0,livre
15551,18,7483,5.95,2020-9-17,0.0,livre
15552,39,2434,6.43,2020-4-6,0.0,livre
15553,11,4030,1.19,2020-9-25,0.0,livre
15554,12,7760,9.36,2020-8-7,0.0,livre
15555,32,7454,4.67,2020-9-18,0.0,livre
15556,37,2390,4.7,2020-9-28,0.0,livre
15557,42,2288,8.97,2020-6-21,0.0,livre
15558,49,106,6.3,2020-7-17,0.0,livre
15559,19,1366,5.92,2020-4-10,0.0,livre
15560,39,1670,2.33,2020-10-11,0.0,livre
15561,39,4886,7.82,2020-12-23,0.0,en cour
15562,40,1147,3.92,2020-9-7,0.0,livre
15563,26,2552,9.6,2020-8-4,0.0,livre
15564,7,5284,1.42,2020-4-5,0.0,livre
15565,14,6224,5.52,2020-9-19,0.0,livre
15566,50,749,0.63,2020-11-19,0.0,livre
15567,45,6384,3.63,2020-10-9,0.0,livre
15568,16,3326,5.15,2020-1-17,0.0,livre
15569,32,2855,3.29,2020-7-28,0.0,livre
15570,33,2911,3.99,2020-9-13,0.0,livre
15571,2,4901,7.0,2020-4-28,0.0,livre
15572,19,5045,7.52,2020-10-17,0.0,livre
15573,15,3593,2.59,2020-2-6,0.0,livre
15574,8,2559,3.76,2020-6-19,0.0,livre
15575,12,89,7.83,2020-8-17,0.0,livre
15576,24,5931,8.54,2020-5-20,0.0,livre
15577,41,5560,6.92,2020-2-1,0.0,livre
15578,46,232,4.67,2020-1-31,0.0,livre
15579,50,974,0.76,2020-5-11,0.0,livre
15580,43,2576,3.53,2020-6-7,0.0,livre
15581,41,1034,6.93,2020-4-24,0.0,livre
15582,31,6710,4.85,2020-2-25,0.0,livre
15583,1,8969,9.17,2020-4-3,0.0,livre
15584,40,6817,3.28,2020-3-21,0.0,livre
15585,41,2760,6.25,2020-7-10,0.0,livre
15586,40,1314,9.33,2020-5-5,0.0,livre
15587,27,3363,4.49,2020-9-5,0.0,livre
15588,22,8486,6.11,2020-3-12,0.0,livre
15589,30,3437,2.43,2020-8-15,0.0,livre
15590,35,6345,4.33,2020-7-18,0.0,livre
15591,25,6055,5.58,2020-5-23,0.0,livre
15592,23,7970,9.11,2020-3-23,0.0,livre
15593,8,4088,8.68,2020-9-6,0.0,livre
15594,0,5871,2.02,2020-7-8,0.0,livre
15595,23,7685,5.28,2020-8-13,0.0,livre
15596,50,8018,3.58,2020-1-30,0.0,livre
15597,42,2611,6.73,2020-2-1,0.0,livre
15598,42,7881,3.38,2020-12-28,0.0,en cour
15599,31,2290,8.64,2020-3-17,0.0,livre
15600,28,1152,8.64,2020-5-30,0.0,livre
15601,20,5733,2.49,2020-8-19,0.0,livre
15602,7,4032,8.66,2020-4-24,0.0,livre
15603,6,6869,1.15,2020-9-19,0.0,livre
15604,30,2163,0.36,2020-4-6,0.0,livre
15605,4,1657,4.45,2020-12-27,0.0,en cour
15606,0,4795,6.3,2020-11-17,0.0,livre
15607,46,1807,6.37,2020-5-6,0.0,livre
15608,2,8163,4.72,2020-2-18,0.0,livre
15609,46,1304,7.63,2020-9-2,0.0,livre
15610,20,3957,7.78,2020-11-22,0.0,livre
15611,7,3591,7.45,2020-5-6,0.0,livre
15612,34,6847,7.23,2020-9-4,0.0,livre
15613,5,6514,3.57,2020-5-1,0.0,livre
15614,3,4703,0.02,2020-4-21,0.0,livre
15615,9,3499,9.56,2020-3-6,0.0,livre
15616,37,8498,6.58,2020-8-23,0.0,livre
15617,21,2489,9.92,2020-4-10,0.0,livre
15618,29,277,7.87,2020-7-7,0.0,livre
15619,22,1251,3.62,2020-2-19,0.0,livre
15620,31,7581,1.04,2020-1-4,0.0,livre
15621,32,4661,1.1,2020-8-25,0.0,livre
15622,26,1432,6.41,2020-1-15,0.0,livre
15623,40,4012,2.49,2020-11-10,0.0,livre
15624,35,6869,9.53,2020-12-16,0.0,en cour
15625,37,5412,1.22,2020-9-28,0.0,livre
15626,20,266,0.26,2020-12-29,0.0,en cour
15627,15,6982,1.04,2020-8-12,0.0,livre
15628,13,5422,3.45,2020-12-9,0.0,en cour
15629,27,6783,2.69,2020-5-31,0.0,livre
15630,16,988,2.64,2020-7-10,0.0,livre
15631,30,2088,2.99,2020-3-13,0.0,livre
15632,36,7002,5.77,2020-9-25,0.0,livre
15633,29,4918,7.84,2020-8-29,0.0,livre
15634,30,1539,6.34,2020-4-19,0.0,livre
15635,42,4795,2.87,2020-10-6,0.0,livre
15636,29,5238,2.06,2020-6-4,0.0,livre
15637,22,3500,2.19,2020-11-4,0.0,livre
15638,49,4708,3.32,2020-6-13,0.0,livre
15639,4,2030,7.72,2020-8-16,0.0,livre
15640,49,8994,2.42,2020-1-22,0.0,livre
15641,33,8320,6.24,2020-8-27,0.0,livre
15642,23,5754,4.28,2020-8-14,0.0,livre
15643,49,4183,8.92,2020-10-1,0.0,livre
15644,10,3421,0.7,2020-7-13,0.0,livre
15645,29,3057,0.26,2020-6-20,0.0,livre
15646,35,1095,7.65,2020-6-1,0.0,livre
15647,26,7761,0.33,2020-11-4,0.0,livre
15648,40,1245,7.74,2020-1-2,0.0,livre
15649,41,7389,5.48,2020-8-4,0.0,livre
15650,50,747,6.06,2020-2-13,0.0,livre
15651,33,7641,5.38,2020-9-24,0.0,livre
15652,4,3866,0.49,2020-8-18,0.0,livre
15653,47,3512,3.5,2020-5-30,0.0,livre
15654,1,7983,8.61,2020-2-12,0.0,livre
15655,1,7781,4.75,2020-6-16,0.0,livre
15656,14,8912,4.76,2020-1-2,0.0,livre
15657,20,4634,4.84,2020-11-22,0.0,livre
15658,19,1593,9.8,2020-3-8,0.0,livre
15659,25,7982,8.95,2020-6-9,0.0,livre
15660,39,1957,1.38,2020-8-24,0.0,livre
15661,30,5297,3.92,2020-10-30,0.0,livre
15662,40,2582,5.23,2020-4-30,0.0,livre
15663,31,3319,6.33,2020-2-1,0.0,livre
15664,34,5362,5.86,2020-12-6,0.0,en cour
15665,19,7823,6.17,2020-10-31,0.0,livre
15666,32,6417,4.85,2020-12-22,0.0,en cour
15667,22,3854,7.59,2020-8-31,0.0,livre
15668,4,4745,1.51,2020-12-19,0.0,en cour
15669,0,8173,7.58,2020-5-14,0.0,livre
15670,20,4895,5.68,2020-12-13,0.0,en cour
15671,8,3281,3.31,2020-1-18,0.0,livre
15672,14,3427,0.42,2020-6-29,0.0,livre
15673,42,1827,9.02,2020-5-30,0.0,livre
15674,48,3817,3.77,2020-3-13,0.0,livre
15675,7,467,3.15,2020-4-2,0.0,livre
15676,5,3456,6.97,2020-5-20,0.0,livre
15677,28,4798,6.24,2020-8-28,0.0,livre
15678,13,5684,1.21,2020-11-7,0.0,livre
15679,15,7635,5.8,2020-7-10,0.0,livre
15680,47,791,9.87,2020-11-14,0.0,livre
15681,34,3606,8.93,2020-3-12,0.0,livre
15682,34,3954,0.01,2020-4-6,0.0,livre
15683,4,7744,6.1,2020-10-25,0.0,livre
15684,5,1987,1.63,2020-5-31,0.0,livre
15685,3,8638,1.36,2020-10-20,0.0,livre
15686,16,2233,2.3,2020-3-31,0.0,livre
15687,40,1567,3.13,2020-5-23,0.0,livre
15688,34,8582,7.88,2020-10-30,0.0,livre
15689,28,345,3.21,2020-12-23,0.0,en cour
15690,47,6187,1.14,2020-6-25,0.0,livre
15691,1,2834,0.44,2020-5-11,0.0,livre
15692,9,1393,8.9,2020-1-23,0.0,livre
15693,17,4413,4.93,2020-1-25,0.0,livre
15694,12,2096,7.48,2020-10-29,0.0,livre
15695,1,3155,6.28,2020-4-26,0.0,livre
15696,3,2973,5.48,2020-11-28,0.0,livre
15697,12,1767,1.35,2020-1-1,0.0,livre
15698,19,8798,3.21,2020-6-29,0.0,livre
15699,28,2145,8.34,2020-12-23,0.0,en cour
15700,45,3029,6.94,2020-1-3,0.0,livre
15701,26,629,6.7,2020-4-4,0.0,livre
15702,24,2418,2.64,2020-4-7,0.0,livre
15703,21,5323,3.53,2020-9-27,0.0,livre
15704,45,4256,1.25,2020-12-3,0.0,en cour
15705,49,6159,9.18,2020-5-5,0.0,livre
15706,25,1794,0.17,2020-5-29,0.0,livre
15707,18,6350,5.12,2020-7-16,0.0,livre
15708,15,6140,6.4,2020-12-18,0.0,en cour
15709,27,8023,6.62,2020-9-6,0.0,livre
15710,4,4120,5.3,2020-11-2,0.0,livre
15711,26,8396,3.36,2020-1-19,0.0,livre
15712,19,6102,1.33,2020-2-4,0.0,livre
15713,46,1057,5.98,2020-3-18,0.0,livre
15714,13,6598,6.91,2020-11-10,0.0,livre
15715,29,2198,5.16,2020-12-5,0.0,en cour
15716,11,4600,2.4,2020-3-11,0.0,livre
15717,50,2132,0.88,2020-1-13,0.0,livre
15718,14,5221,9.87,2020-1-20,0.0,livre
15719,7,6674,5.89,2020-3-24,0.0,livre
15720,6,3384,3.19,2020-9-3,0.0,livre
15721,42,2733,7.31,2020-11-7,0.0,livre
15722,18,4730,2.6,2020-10-11,0.0,livre
15723,38,3500,8.78,2020-7-4,0.0,livre
15724,47,2023,9.15,2020-2-9,0.0,livre
15725,23,5590,7.0,2020-9-9,0.0,livre
15726,43,6129,8.31,2020-5-2,0.0,livre
15727,37,2109,2.19,2020-10-17,0.0,livre
15728,13,1938,3.64,2020-5-13,0.0,livre
15729,38,8191,3.85,2020-9-21,0.0,livre
15730,27,6001,7.6,2020-8-16,0.0,livre
15731,44,5148,0.63,2020-4-30,0.0,livre
15732,17,7897,10.0,2020-4-5,0.0,livre
15733,16,1721,2.31,2020-7-22,0.0,livre
15734,30,61,9.82,2020-3-15,0.0,livre
15735,8,1370,2.64,2020-10-3,0.0,livre
15736,22,3431,0.99,2020-6-27,0.0,livre
15737,31,2794,4.07,2020-3-3,0.0,livre
15738,46,2990,1.44,2020-12-2,0.0,en cour
15739,39,3579,8.66,2020-8-29,0.0,livre
15740,18,6699,1.3,2020-11-12,0.0,livre
15741,10,89,3.63,2020-9-24,0.0,livre
15742,41,4039,3.18,2020-7-27,0.0,livre
15743,10,4902,2.91,2020-11-25,0.0,livre
15744,32,5145,3.62,2020-6-22,0.0,livre
15745,26,7495,1.12,2020-7-3,0.0,livre
15746,33,7502,4.96,2020-12-18,0.0,en cour
15747,38,4564,3.98,2020-11-30,0.0,livre
15748,31,6026,9.04,2020-12-7,0.0,en cour
15749,12,6834,9.25,2020-4-8,0.0,livre
15750,21,2051,1.91,2020-10-12,0.0,livre
15751,12,1647,3.37,2020-8-1,0.0,livre
15752,11,2411,1.35,2020-4-16,0.0,livre
15753,6,7763,9.76,2020-3-4,0.0,livre
15754,50,781,2.98,2020-10-13,0.0,livre
15755,7,4147,6.05,2020-2-2,0.0,livre
15756,34,5314,3.79,2020-2-12,0.0,livre
15757,30,5627,1.21,2020-7-1,0.0,livre
15758,29,2745,0.81,2020-9-24,0.0,livre
15759,15,4351,5.04,2020-2-20,0.0,livre
15760,32,1924,6.53,2020-12-29,0.0,en cour
15761,48,5834,2.16,2020-9-23,0.0,livre
15762,25,4003,4.49,2020-6-16,0.0,livre
15763,39,1240,1.41,2020-7-8,0.0,livre
15764,27,2852,8.12,2020-2-10,0.0,livre
15765,45,1260,9.27,2020-6-12,0.0,livre
15766,37,4403,1.71,2020-1-29,0.0,livre
15767,41,2509,0.88,2020-6-27,0.0,livre
15768,20,4687,5.48,2020-6-17,0.0,livre
15769,19,3154,9.7,2020-2-18,0.0,livre
15770,16,7724,3.33,2020-1-21,0.0,livre
15771,16,6678,4.95,2020-10-15,0.0,livre
15772,0,1958,2.49,2020-3-2,0.0,livre
15773,28,493,9.19,2020-12-25,0.0,en cour
15774,5,5704,5.27,2020-7-17,0.0,livre
15775,33,3665,7.92,2020-5-7,0.0,livre
15776,31,3905,3.32,2020-1-6,0.0,livre
15777,47,5593,5.27,2020-12-6,0.0,en cour
15778,20,170,0.86,2020-9-21,0.0,livre
15779,5,5244,1.97,2020-1-31,0.0,livre
15780,32,5308,0.21,2020-6-7,0.0,livre
15781,33,2981,1.42,2020-7-14,0.0,livre
15782,42,8191,7.37,2020-11-9,0.0,livre
